,State,City,Population,V_crime,Murder,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,city,city_ascii,state_name,county_fips,county_name,population,density,source,incorporated,ranking,isMetro,areaname,family_member_count,housing_cost,food_cost,transportation_cost,healthcare_cost,other_necessities_cost,taxes,total_cost,median_family_income
34913,ILLINOIS,BREESE,"4,498",5,0.0,1,0,4,36,0,35,1,BREESE,Breese,ILLINOIS,17027,CLINTON,5853,648,polygon,True,3,False,"Clinton County, PA",2p2c,9684.0,9324.44532,14619.828,13224.9048,6887.50932,8035.3206,77100.258,66246.7109375
35003,MICHIGAN,DEWITT,"4,790",4,0.0,2,0,2,19,2,17,0,DEWITT,DeWitt,MICHIGAN,26037,CLINTON,4808,654,polygon,True,3,False,"Clinton County, PA",2p2c,9684.0,9324.44532,14619.828,13224.9048,6887.50932,8035.3206,77100.258,66246.7109375
35093,MICHIGAN,ELSIE,983,0,0.0,0,0,0,1,0,0,1,ELSIE,Elsie,MICHIGAN,26037,CLINTON,978,330,polygon,True,3,False,"Clinton County, PA",2p2c,9684.0,9324.44532,14619.828,13224.9048,6887.50932,8035.3206,77100.258,66246.7109375
35183,ILLINOIS,GERMANTOWN,"1,279",0,0.0,0,0,0,28,5,20,3,GERMANTOWN,Germantown,ILLINOIS,17027,CLINTON,1274,485,polygon,True,3,False,"Clinton County, PA",2p2c,9684.0,9324.44532,14619.828,13224.9048,6887.50932,8035.3206,77100.258,66246.7109375
35273,ILLINOIS,TRENTON,"2,593",2,0.0,0,0,2,10,3,7,0,TRENTON,Trenton,ILLINOIS,17027,CLINTON,2609,593,polygon,True,3,False,"Clinton County, PA",2p2c,9684.0,9324.44532,14619.828,13224.9048,6887.50932,8035.3206,77100.258,66246.7109375
35363,MICHIGAN,ST. JOHNS,"7,938",18,0.0,10,1,7,43,9,31,3,ST. JOHNS,St. Johns,MICHIGAN,26037,CLINTON,8510,727,polygon,True,3,False,"Clinton County, PA",2p2c,9684.0,9324.44532,14619.828,13224.9048,6887.50932,8035.3206,77100.258,66246.7109375
35453,MISSOURI,LATHROP,"2,009",2,0.0,1,0,1,12,2,8,2,LATHROP,Lathrop,MISSOURI,29049,CLINTON,2010,442,polygon,True,3,False,"Clinton County, PA",2p2c,9684.0,9324.44532,14619.828,13224.9048,6887.50932,8035.3206,77100.258,66246.7109375
35543,IOWA,DEWITT,"5,153",8,0.0,3,0,5,104,24,65,15,DEWITT,DeWitt,IOWA,19045,CLINTON,5192,323,polygon,True,3,False,"Clinton County, PA",2p2c,9684.0,9324.44532,14619.828,13224.9048,6887.50932,8035.3206,77100.258,66246.7109375
35633,ILLINOIS,CARLYLE,"3,168",7,0.0,1,1,5,53,2,51,0,CARLYLE,Carlyle,ILLINOIS,17027,CLINTON,4175,359,polygon,True,3,False,"Clinton County, PA",2p2c,9684.0,9324.44532,14619.828,13224.9048,6887.50932,8035.3206,77100.258,66246.7109375
35723,KENTUCKY,ALBANY,"2,001",0,0.0,0,0,0,3,0,1,2,ALBANY,Albany,KENTUCKY,21053,CLINTON,2002,339,polygon,True,3,False,"Clinton County, PA",2p2c,9684.0,9324.44532,14619.828,13224.9048,6887.50932,8035.3206,77100.258,66246.7109375
35813,IOWA,CLINTON,"24,982",77,0.0,11,12,54,911,182,685,44,CLINTON,Clinton,IOWA,19045,CLINTON,30177,275,polygon,True,3,False,"Clinton County, PA",2p2c,9684.0,9324.44532,14619.828,13224.9048,6887.50932,8035.3206,77100.258,66246.7109375
35903,MICHIGAN,OVID,"1,611",0,0.0,0,0,0,4,1,2,1,OVID,Ovid,MICHIGAN,26037,CLINTON,1613,686,polygon,True,3,False,"Clinton County, PA",2p2c,9684.0,9324.44532,14619.828,13224.9048,6887.50932,8035.3206,77100.258,66246.7109375
35993,OHIO,WILMINGTON,"12,391",26,0.0,9,6,11,651,90,537,24,WILMINGTON,Wilmington,OHIO,39027,CLINTON,12366,438,polygon,True,3,False,"Clinton County, PA",2p2c,9684.0,9324.44532,14619.828,13224.9048,6887.50932,8035.3206,77100.258,66246.7109375
36083,OHIO,BLANCHESTER,"4,251",3,0.0,1,0,2,99,20,78,1,BLANCHESTER,Blanchester,OHIO,39027,CLINTON,4262,396,polygon,True,3,False,"Clinton County, PA",2p2c,9684.0,9324.44532,14619.828,13224.9048,6887.50932,8035.3206,77100.258,66246.7109375
36173,OHIO,SABINA,"2,544",5,0.0,1,1,3,86,15,71,0,SABINA,Sabina,OHIO,39027,CLINTON,2579,776,polygon,True,3,False,"Clinton County, PA",2p2c,9684.0,9324.44532,14619.828,13224.9048,6887.50932,8035.3206,77100.258,66246.7109375
36262,KANSAS,CONCORDIA,"4,904",40,0.0,4,0,36,92,13,73,6,CONCORDIA,Concordia,KANSAS,20029,CLOUD,4987,427,polygon,True,3,False,"Cloud County, KS",2p2c,8616.0,9354.42768,14849.5896,17163.888,6511.39452,6918.156,72342.024,59185.2265625
36276,OKLAHOMA,COALGATE,"1,779",4,0.0,0,0,4,12,2,9,1,COALGATE,Coalgate,OKLAHOMA,40029,COAL,1792,379,polygon,True,3,False,"Coal County, OK",2p2c,8736.0,9024.624,14962.9836,16488.9648,6435.37428,8209.51536,77669.8008,55742.27734375
36286,OKLAHOMA,TUPELO,303,1,0.0,0,0,1,0,0,0,0,TUPELO,Tupelo,OKLAHOMA,40029,COAL,303,273,polygon,True,3,False,"Coal County, OK",2p2c,8736.0,9024.624,14962.9836,16488.9648,6435.37428,8209.51536,77669.8008,55742.27734375
36299,GEORGIA,KENNESAW,"34,641",48,1.0,8,8,31,484,34,417,33,KENNESAW,Kennesaw,GEORGIA,13067,COBB,34077,1354,polygon,True,3,True,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",2p2c,14692.308,10193.92752,13907.088,15199.5444,9017.26464,10281.52368,86099.0976,98035.1875
36309,GEORGIA,MARIETTA,"61,324",262,1.0,14,84,163,"1,930",221,"1,518",191,MARIETTA,Marietta,GEORGIA,13067,COBB,60867,1004,polygon,True,3,True,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",2p2c,14692.308,10193.92752,13907.088,15199.5444,9017.26464,10281.52368,86099.0976,98035.1875
36319,GEORGIA,ACWORTH,"22,921",16,0.0,2,1,13,437,24,399,14,ACWORTH,Acworth,GEORGIA,13067,COBB,22818,980,polygon,True,3,True,"Atlanta-Sandy Springs-Roswell, GA HUD Metro FMR Area",2p2c,14692.308,10193.92752,13907.088,15199.5444,9017.26464,10281.52368,86099.0976,98035.1875
36324,ARIZONA,WILLCOX,"3,507",7,0.0,0,0,7,127,29,89,9,WILLCOX,Willcox,ARIZONA,4003,COCHISE,3533,221,polygon,True,3,True,"Sierra Vista-Douglas, AZ MSA",2p2c,10488.0,8844.73248,14791.3416,16298.5464,7005.01176,7765.81272,80760.1812,61257.36328125
36334,ARIZONA,DOUGLAS,"15,786",10,0.0,0,0,10,594,88,486,20,DOUGLAS,Douglas,ARIZONA,4003,COCHISE,16467,626,polygon,True,3,True,"Sierra Vista-Douglas, AZ MSA",2p2c,10488.0,8844.73248,14791.3416,16298.5464,7005.01176,7765.81272,80760.1812,61257.36328125
36344,ARIZONA,HUACHUCA CITY,"1,723",6,1.0,4,0,1,20,6,12,2,HUACHUCA CITY,Huachuca City,ARIZONA,4003,COCHISE,1736,237,polygon,True,3,True,"Sierra Vista-Douglas, AZ MSA",2p2c,10488.0,8844.73248,14791.3416,16298.5464,7005.01176,7765.81272,80760.1812,61257.36328125
36354,ARIZONA,SIERRA VISTA,"44,310",116,2.0,7,16,91,987,124,800,63,SIERRA VISTA,Sierra Vista,ARIZONA,4003,COCHISE,51731,109,polygon,True,3,True,"Sierra Vista-Douglas, AZ MSA",2p2c,10488.0,8844.73248,14791.3416,16298.5464,7005.01176,7765.81272,80760.1812,61257.36328125
36360,TENNESSEE,NEWPORT,"6,786",66,0.0,6,1,59,593,52,480,61,NEWPORT,Newport,TENNESSEE,47029,COCKE,11500,480,polygon,True,3,False,"Cocke County, TN",2p2c,7956.0,9294.46368,13876.4928,14405.322,6250.52268,3882.71892,64833.6792,45188.5625
36373,ARIZONA,WILLIAMS,"3,251",26,0.0,0,0,26,66,8,52,6,WILLIAMS,Williams,ARIZONA,4005,COCONINO,3248,28,polygon,True,3,True,"Flagstaff, AZ MSA",2p2c,15780.0,9864.12372,15030.1308,19459.9332,9291.87744,11645.094,99432.1056,77820.0625
36383,ARIZONA,PAGE,"7,588",126,1.0,9,9,107,537,53,456,28,PAGE,Page,ARIZONA,4005,COCONINO,7529,76,polygon,True,3,True,"Flagstaff, AZ MSA",2p2c,15780.0,9864.12372,15030.1308,19459.9332,9291.87744,11645.094,99432.1056,77820.0625
36393,ARIZONA,FREDONIA,"1,296",1,0.0,0,0,1,13,3,8,2,FREDONIA,Fredonia,ARIZONA,4005,COCONINO,1281,55,polygon,True,3,True,"Flagstaff, AZ MSA",2p2c,15780.0,9864.12372,15030.1308,19459.9332,9291.87744,11645.094,99432.1056,77820.0625
36403,ARIZONA,FLAGSTAFF,"75,013",367,1.0,42,43,281,"2,371",140,"2,169",62,FLAGSTAFF,Flagstaff,ARIZONA,4005,COCONINO,81974,438,polygon,True,3,True,"Flagstaff, AZ MSA",2p2c,15780.0,9864.12372,15030.1308,19459.9332,9291.87744,11645.094,99432.1056,77820.0625
36417,SOUTH DAKOTA,WATERTOWN,"22,233",67,1.0,20,3,43,367,58,292,17,WATERTOWN,Watertown,SOUTH DAKOTA,46029,CODINGTON,22174,472,polygon,True,3,False,"Codington County, SD",2p2c,8928.0,9564.30252,14185.6236,19355.3052,6700.49052,5905.23444,76327.5648,76524.2109375
36423,TENNESSEE,TULLAHOMA,"19,468",143,0.0,14,12,117,638,83,510,45,TULLAHOMA,Tullahoma,TENNESSEE,47031,COFFEE,19555,322,polygon,True,3,False,"Coffee County, AL",2p2c,8304.0,10313.85576,14846.9556,16991.9136,6745.98336,9143.18772,78986.4144,69363.125
36453,TENNESSEE,MANCHESTER,"11,020",61,0.0,6,1,54,435,65,351,19,MANCHESTER,Manchester,TENNESSEE,47031,COFFEE,12433,298,polygon,True,3,False,"Coffee County, AL",2p2c,8304.0,10313.85576,14846.9556,16991.9136,6745.98336,9143.18772,78986.4144,69363.125
36480,KANSAS,LEBO,889,0,0.0,0,0,0,4,0,4,0,LEBO,Lebo,KANSAS,20031,COFFEY,887,357,polygon,True,3,False,"Coffey County, KS",2p2c,8616.0,8844.73248,15745.8732,17523.138,6326.71212,7131.40644,73321.0728,78354.015625
36490,KANSAS,WAVERLY,548,0,0.0,0,0,0,0,0,0,0,WAVERLY,Waverly,KANSAS,20031,COFFEY,545,287,polygon,True,3,False,"Coffey County, KS",2p2c,8616.0,8844.73248,15745.8732,17523.138,6326.71212,7131.40644,73321.0728,78354.015625
36500,KANSAS,BURLINGTON,"2,545",9,0.0,1,0,8,33,13,19,1,BURLINGTON,Burlington,KANSAS,20031,COFFEY,2543,445,polygon,True,3,False,"Coffey County, KS",2p2c,8616.0,8844.73248,15745.8732,17523.138,6326.71212,7131.40644,73321.0728,78354.015625
36513,MISSOURI,JEFFERSON CITY,"42,793",119,2.0,30,23,64,"1,101",125,910,66,JEFFERSON CITY,Jefferson City,MISSOURI,29051,COLE,58025,457,polygon,True,2,True,"Jefferson City, MO HUD Metro FMR Area",2p2c,8258.96928,8694.82032,14140.2612,18065.2524,6143.02656,7748.17164,75421.1772,80024.6640625
36523,TEXAS,COLEMAN,"4,341",24,1.0,3,0,20,33,17,15,1,COLEMAN,Coleman,TEXAS,48083,COLEMAN,4274,268,polygon,True,3,False,"Coleman County, TX",2p2c,8808.0,8574.89136,14089.5216,16453.0416,6298.5066,4188.75,66558.258,60031.33203125
36530,ILLINOIS,MATTOON,"17,629",82,2.0,28,5,47,174,52,122,0,MATTOON,Mattoon,ILLINOIS,17029,COLES,18016,659,polygon,True,3,False,"Coles County, IL",2p2c,8760.0,7885.30368,13980.558,18062.01,6031.24992,8464.6956,75270.4332,62852.0234375
36540,ILLINOIS,CHARLESTON,"19,987",31,0.0,3,2,26,84,23,61,0,CHARLESTON,Charleston,ILLINOIS,17029,COLES,20117,874,polygon,True,3,False,"Coles County, IL",2p2c,8760.0,7885.30368,13980.558,18062.01,6031.24992,8464.6956,75270.4332,62852.0234375
36550,NEW MEXICO,ANGEL FIRE,"1,072",2,0.0,0,0,2,23,4,18,1,ANGEL FIRE,Angel Fire,NEW MEXICO,35007,COLFAX,1070,14,polygon,True,3,False,"Colfax County, NM",2p2c,9264.0,10523.73264,14143.5948,12257.6796,7169.87628,6961.51536,73618.7052,52522.15234375
36570,NEBRASKA,SCHUYLER,"6,396",3,0.0,0,0,3,25,5,19,1,SCHUYLER,Schuyler,NEBRASKA,31037,COLFAX,6348,893,polygon,True,3,False,"Colfax County, NM",2p2c,9264.0,10523.73264,14143.5948,12257.6796,7169.87628,6961.51536,73618.7052,52522.15234375
36590,NEW MEXICO,SPRINGER,898,7,0.0,0,0,7,12,3,6,3,SPRINGER,Springer,NEW MEXICO,35007,COLFAX,906,158,polygon,True,3,False,"Colfax County, NM",2p2c,9264.0,10523.73264,14143.5948,12257.6796,7169.87628,6961.51536,73618.7052,52522.15234375
36610,NEW MEXICO,RATON,"5,939",16,0.0,0,0,16,50,10,39,1,RATON,Raton,NEW MEXICO,35007,COLFAX,5938,287,polygon,True,3,False,"Colfax County, NM",2p2c,9264.0,10523.73264,14143.5948,12257.6796,7169.87628,6961.51536,73618.7052,52522.15234375
36638,SOUTH CAROLINA,EDISTO BEACH,406,1,0.0,0,0,1,10,1,8,1,EDISTO BEACH,Edisto Beach,SOUTH CAROLINA,45029,COLLETON,406,74,polygon,True,3,False,"Colleton County, SC",2p2c,8292.0,9084.58812,13737.5004,13902.3732,6296.2236,4212.05856,62366.8476,45060.20703125
36648,SOUTH CAROLINA,WALTERBORO,"5,429",21,0.0,3,4,14,316,23,279,14,WALTERBORO,Walterboro,SOUTH CAROLINA,45029,COLLETON,9550,306,polygon,True,3,False,"Colleton County, SC",2p2c,8292.0,9084.58812,13737.5004,13902.3732,6296.2236,4212.05856,62366.8476,45060.20703125
36659,FLORIDA,MARCO ISLAND,"18,124",7,0.0,1,2,4,83,7,74,2,MARCO ISLAND,Marco Island,FLORIDA,12021,COLLIER,17947,569,polygon,True,3,True,"Naples-Immokalee-Marco Island, FL MSA",2p2c,16512.0,11033.42796,14134.9248,15522.8688,9980.79492,7981.23408,88316.25,84294.203125
36669,FLORIDA,NAPLES,"22,369",11,1.0,2,1,7,323,29,275,19,NAPLES,Naples,FLORIDA,12021,COLLIER,22088,693,polygon,True,3,True,"Naples-Immokalee-Marco Island, FL MSA",2p2c,16512.0,11033.42796,14134.9248,15522.8688,9980.79492,7981.23408,88316.25,84294.203125
36679,TEXAS,ANNA,"15,253",18,1.0,3,2,12,135,16,110,9,ANNA,Anna,TEXAS,48085,COLLIN,19541,360,polygon,True,3,True,"Dallas, TX HUD Metro FMR Area",2p2c,19374.6264,9534.32148,14046.1404,13511.0748,10474.85232,8424.54708,90895.5816,116514.9765625
36689,TEXAS,FAIRVIEW,"9,350",12,0.0,0,2,10,42,9,28,5,FAIRVIEW,Fairview,TEXAS,48085,COLLIN,9141,397,polygon,True,3,True,"Dallas, TX HUD Metro FMR Area",2p2c,19374.6264,9534.32148,14046.1404,13511.0748,10474.85232,8424.54708,90895.5816,116514.9765625
36699,TEXAS,MCKINNEY,"200,615",287,2.0,61,42,182,"1,993",255,"1,572",166,MCKINNEY,McKinney,TEXAS,48085,COLLIN,258277,1148,polygon,True,2,True,"Dallas, TX HUD Metro FMR Area",2p2c,19374.6264,9534.32148,14046.1404,13511.0748,10474.85232,8424.54708,90895.5816,116514.9765625
36709,TEXAS,LAVON,"3,755",4,0.0,0,1,3,22,1,21,0,LAVON,Lavon,TEXAS,48085,COLLIN,3724,568,polygon,True,3,True,"Dallas, TX HUD Metro FMR Area",2p2c,19374.6264,9534.32148,14046.1404,13511.0748,10474.85232,8424.54708,90895.5816,116514.9765625
36719,TEXAS,ALLEN,"105,961",88,0.0,19,15,54,"1,154",95,997,62,ALLEN,Allen,TEXAS,48085,COLLIN,105623,1544,polygon,True,2,True,"Dallas, TX HUD Metro FMR Area",2p2c,19374.6264,9534.32148,14046.1404,13511.0748,10474.85232,8424.54708,90895.5816,116514.9765625
36729,TEXAS,CELINA,"13,977",12,0.0,3,0,9,93,17,69,7,CELINA,Celina,TEXAS,48085,COLLIN,16299,225,polygon,True,3,True,"Dallas, TX HUD Metro FMR Area",2p2c,19374.6264,9534.32148,14046.1404,13511.0748,10474.85232,8424.54708,90895.5816,116514.9765625
36739,TEXAS,WYLIE,"52,921",37,0.0,13,9,15,381,21,340,20,WYLIE,Wylie,TEXAS,48085,COLLIN,53067,928,polygon,True,3,True,"Dallas, TX HUD Metro FMR Area",2p2c,19374.6264,9534.32148,14046.1404,13511.0748,10474.85232,8424.54708,90895.5816,116514.9765625
36749,TEXAS,FRISCO,"199,445",160,1.0,46,30,83,"2,390",249,"2,037",104,FRISCO,Frisco,TEXAS,48085,COLLIN,200490,1136,polygon,True,2,True,"Dallas, TX HUD Metro FMR Area",2p2c,19374.6264,9534.32148,14046.1404,13511.0748,10474.85232,8424.54708,90895.5816,116514.9765625
36759,TEXAS,PARKER,"4,951",0,0.0,0,0,0,30,3,27,0,PARKER,Parker,TEXAS,48085,COLLIN,5177,235,polygon,True,3,True,"Dallas, TX HUD Metro FMR Area",2p2c,19374.6264,9534.32148,14046.1404,13511.0748,10474.85232,8424.54708,90895.5816,116514.9765625
36769,TEXAS,MURPHY,"20,962",9,0.0,2,2,5,105,9,92,4,MURPHY,Murphy,TEXAS,48085,COLLIN,20500,1392,polygon,True,3,True,"Dallas, TX HUD Metro FMR Area",2p2c,19374.6264,9534.32148,14046.1404,13511.0748,10474.85232,8424.54708,90895.5816,116514.9765625
36779,TEXAS,PLANO,"291,611",431,3.0,90,144,194,"4,908",630,"3,831",447,PLANO,Plano,TEXAS,48085,COLLIN,287677,1549,polygon,True,2,True,"Dallas, TX HUD Metro FMR Area",2p2c,19374.6264,9534.32148,14046.1404,13511.0748,10474.85232,8424.54708,90895.5816,116514.9765625
36789,TEXAS,MELISSA,"11,195",7,0.0,2,0,5,76,10,65,1,MELISSA,Melissa,TEXAS,48085,COLLIN,12117,408,polygon,True,3,True,"Dallas, TX HUD Metro FMR Area",2p2c,19374.6264,9534.32148,14046.1404,13511.0748,10474.85232,8424.54708,90895.5816,116514.9765625
36792,TEXAS,EAGLE LAKE,"3,719",6,0.0,0,0,6,51,17,30,4,EAGLE LAKE,Eagle Lake,TEXAS,48089,COLORADO,3777,497,polygon,True,3,False,"Colorado County, TX",2p2c,9084.0,7975.25028,15702.6504,16453.0416,6181.23924,4481.26176,68211.8964,64592.4921875
36802,TEXAS,WEIMAR,"2,180",5,0.0,2,0,3,20,1,17,2,WEIMAR,Weimar,TEXAS,48089,COLORADO,2226,371,polygon,True,3,False,"Colorado County, TX",2p2c,9084.0,7975.25028,15702.6504,16453.0416,6181.23924,4481.26176,68211.8964,64592.4921875
36818,OREGON,VERNONIA,"2,288",2,0.0,0,0,2,7,2,5,0,VERNONIA,Vernonia,OREGON,41009,COLUMBIA,2281,535,polygon,True,3,False,"Columbia County, FL",2p2c,10428.0,8754.78516,13769.3232,17997.81,6950.67996,5418.23436,73540.6524,62543.97265625
36898,ARKANSAS,MAGNOLIA,"11,440",14,0.0,2,1,11,295,95,198,2,MAGNOLIA,Magnolia,ARKANSAS,5027,COLUMBIA,11467,335,polygon,True,3,False,"Columbia County, FL",2p2c,10428.0,8754.78516,13769.3232,17997.81,6950.67996,5418.23436,73540.6524,62543.97265625
36978,WISCONSIN,FALL RIVER,"1,715",1,0.0,0,0,1,0,0,0,0,FALL RIVER,Fall River,WISCONSIN,55021,COLUMBIA,1741,367,polygon,True,3,False,"Columbia County, FL",2p2c,10428.0,8754.78516,13769.3232,17997.81,6950.67996,5418.23436,73540.6524,62543.97265625
37058,OREGON,COLUMBIA CITY,"2,048",1,0.0,0,0,1,11,0,10,1,COLUMBIA CITY,Columbia City,OREGON,41009,COLUMBIA,2022,995,polygon,True,3,False,"Columbia County, FL",2p2c,10428.0,8754.78516,13769.3232,17997.81,6950.67996,5418.23436,73540.6524,62543.97265625
37138,WISCONSIN,POYNETTE,"2,499",4,0.0,2,0,2,4,0,4,0,POYNETTE,Poynette,WISCONSIN,55021,COLUMBIA,2510,377,polygon,True,3,False,"Columbia County, FL",2p2c,10428.0,8754.78516,13769.3232,17997.81,6950.67996,5418.23436,73540.6524,62543.97265625
37218,WISCONSIN,LODI,"3,070",2,0.0,0,0,2,24,4,16,4,LODI,Lodi,WISCONSIN,55021,COLUMBIA,3092,690,polygon,True,3,False,"Columbia County, FL",2p2c,10428.0,8754.78516,13769.3232,17997.81,6950.67996,5418.23436,73540.6524,62543.97265625
37298,GEORGIA,GROVETOWN,"14,918",22,0.0,6,3,13,168,17,132,19,GROVETOWN,Grovetown,GEORGIA,13073,COLUMBIA,15152,1108,polygon,True,3,False,"Columbia County, FL",2p2c,10428.0,8754.78516,13769.3232,17997.81,6950.67996,5418.23436,73540.6524,62543.97265625
37378,WISCONSIN,COLUMBUS,"5,090",10,0.0,4,0,6,53,6,44,3,COLUMBUS,Columbus,WISCONSIN,55021,COLUMBIA,6793,434,polygon,True,3,False,"Columbia County, FL",2p2c,10428.0,8754.78516,13769.3232,17997.81,6950.67996,5418.23436,73540.6524,62543.97265625
37458,OREGON,SCAPPOOSE,"7,592",11,0.0,3,0,8,65,3,57,5,SCAPPOOSE,Scappoose,OREGON,41009,COLUMBIA,7564,1067,polygon,True,3,False,"Columbia County, FL",2p2c,10428.0,8754.78516,13769.3232,17997.81,6950.67996,5418.23436,73540.6524,62543.97265625
37538,WISCONSIN,RIO,"1,033",0,0.0,0,0,0,0,0,0,0,RIO,Rio,WISCONSIN,55021,COLUMBIA,1039,320,polygon,True,3,False,"Columbia County, FL",2p2c,10428.0,8754.78516,13769.3232,17997.81,6950.67996,5418.23436,73540.6524,62543.97265625
37618,WISCONSIN,PORTAGE,"10,452",17,0.0,2,2,13,164,7,143,14,PORTAGE,Portage,WISCONSIN,55021,COLUMBIA,10465,450,polygon,True,3,False,"Columbia County, FL",2p2c,10428.0,8754.78516,13769.3232,17997.81,6950.67996,5418.23436,73540.6524,62543.97265625
37698,OREGON,RAINIER,"2,017",2,0.0,1,0,1,48,7,40,1,RAINIER,Rainier,OREGON,41009,COLUMBIA,2010,190,polygon,True,3,False,"Columbia County, FL",2p2c,10428.0,8754.78516,13769.3232,17997.81,6950.67996,5418.23436,73540.6524,62543.97265625
37778,FLORIDA,LAKE CITY,"12,141",161,2.0,4,28,127,781,129,639,13,LAKE CITY,Lake City,FLORIDA,12023,COLUMBIA,26271,402,polygon,True,3,False,"Columbia County, FL",2p2c,10428.0,8754.78516,13769.3232,17997.81,6950.67996,5418.23436,73540.6524,62543.97265625
37858,OREGON,ST. HELENS,"13,900",41,0.0,9,4,28,139,14,111,14,ST. HELENS,St. Helens,OREGON,41009,COLUMBIA,27353,1104,polygon,True,3,False,"Columbia County, FL",2p2c,10428.0,8754.78516,13769.3232,17997.81,6950.67996,5418.23436,73540.6524,62543.97265625
37931,OHIO,EAST LIVERPOOL,"10,653",13,0.0,3,5,5,124,31,86,7,EAST LIVERPOOL,East Liverpool,OHIO,39029,COLUMBIANA,29898,870,polygon,True,3,False,"Columbiana County, OH",2p2c,8808.0,8245.08912,14219.0496,12745.128,6179.00688,5554.65636,67884.8844,64046.22265625
37941,OHIO,SALINEVILLE,"1,219",2,0.0,0,0,2,44,8,29,7,SALINEVILLE,Salineville,OHIO,39029,COLUMBIANA,1218,212,polygon,True,3,False,"Columbiana County, OH",2p2c,8808.0,8245.08912,14219.0496,12745.128,6179.00688,5554.65636,67884.8844,64046.22265625
37951,OHIO,EAST PALESTINE,"4,435",8,0.0,2,0,6,69,18,46,5,EAST PALESTINE,East Palestine,OHIO,39029,COLUMBIANA,4633,541,polygon,True,3,False,"Columbiana County, OH",2p2c,8808.0,8245.08912,14219.0496,12745.128,6179.00688,5554.65636,67884.8844,64046.22265625
37961,OHIO,COLUMBIANA,"6,209",2,0.0,0,0,2,49,8,40,1,COLUMBIANA,Columbiana,OHIO,39029,COLUMBIANA,7931,394,polygon,True,3,False,"Columbiana County, OH",2p2c,8808.0,8245.08912,14219.0496,12745.128,6179.00688,5554.65636,67884.8844,64046.22265625
37971,OHIO,SALEM,"11,644",22,0.0,3,2,17,341,35,299,7,SALEM,Salem,OHIO,39029,COLUMBIANA,17571,697,polygon,True,3,False,"Columbiana County, OH",2p2c,8808.0,8245.08912,14219.0496,12745.128,6179.00688,5554.65636,67884.8844,64046.22265625
37986,NORTH CAROLINA,FAIR BLUFF,882,1,0.0,1,0,0,14,2,12,0,FAIR BLUFF,Fair Bluff,NORTH CAROLINA,37047,COLUMBUS,881,144,polygon,True,3,False,"Columbus County, NC",2p2c,8316.0,8424.9822,13905.9168,16596.7392,6065.91792,7003.51176,70829.7768,49960.22265625
37996,NORTH CAROLINA,WHITEVILLE,"5,338",78,2.0,2,10,64,509,88,402,19,WHITEVILLE,Whiteville,NORTH CAROLINA,37047,COLUMBUS,7315,369,polygon,True,3,False,"Columbus County, NC",2p2c,8316.0,8424.9822,13905.9168,16596.7392,6065.91792,7003.51176,70829.7768,49960.22265625
38006,CALIFORNIA,COLUSA,"5,903",6,0.0,4,1,1,78,28,34,16,COLUSA,Colusa,CALIFORNIA,6011,COLUSA,6891,683,polygon,True,3,False,"Colusa County, CA",2p2c,11592.0,10073.99928,16395.8508,19047.4836,7850.44632,7843.82808,84294.0408,68704.9296875
38016,CALIFORNIA,WILLIAMS,"5,348",20,0.0,3,4,13,76,28,34,14,WILLIAMS,Williams,CALIFORNIA,6011,COLUSA,5469,422,polygon,True,3,False,"Colusa County, CA",2p2c,11592.0,10073.99928,16395.8508,19047.4836,7850.44632,7843.82808,84294.0408,68704.9296875
38026,TEXAS,GARDEN RIDGE,"4,124",0,0.0,0,0,0,36,9,23,4,GARDEN RIDGE,Garden Ridge,TEXAS,48091,COMAL,4130,223,polygon,True,3,True,"San Antonio-New Braunfels, TX HUD Metro FMR Area",2p2c,14928.6084,9114.5706,15064.074,13762.5504,8711.7912,6841.40628,81713.8008,96273.15625
38036,TEXAS,BULVERDE,"5,311",3,0.0,0,0,3,81,8,66,7,BULVERDE,Bulverde,TEXAS,48091,COMAL,5300,129,polygon,True,3,True,"San Antonio-New Braunfels, TX HUD Metro FMR Area",2p2c,14928.6084,9114.5706,15064.074,13762.5504,8711.7912,6841.40628,81713.8008,96273.15625
38046,TEXAS,NEW BRAUNFELS,"88,706",219,2.0,21,25,171,"1,120",209,805,106,NEW BRAUNFELS,New Braunfels,TEXAS,48091,COMAL,90209,770,polygon,True,3,True,"San Antonio-New Braunfels, TX HUD Metro FMR Area",2p2c,14928.6084,9114.5706,15064.074,13762.5504,8711.7912,6841.40628,81713.8008,96273.15625
38059,OKLAHOMA,CHATTANOOGA,441,0,0.0,0,0,0,1,0,0,1,CHATTANOOGA,Chattanooga,OKLAHOMA,40031,COMANCHE,453,307,polygon,True,3,True,"Lawton, OK HUD Metro FMR Area",2p2c,9072.0,8694.82032,14034.7164,16205.4408,6437.61984,8075.57808,77037.2988,66056.75
38089,OKLAHOMA,LAWTON,"92,256",854,15.0,97,91,651,"2,972",877,"1,836",259,LAWTON,Lawton,OKLAHOMA,40031,COMANCHE,93025,441,polygon,True,3,True,"Lawton, OK HUD Metro FMR Area",2p2c,9072.0,8694.82032,14034.7164,16205.4408,6437.61984,8075.57808,77037.2988,66056.75
