State,City,Population,V_crime,Murder,Rape,Robbery,Aggravated assault,Property crime,Burglary,Larceny-theft,Motor vehicle theft,Arson2
,Brownsville,835,0,0,0,0,0,0,0,0,0,0
,Burgin,981,0,0,0,0,0,3,0,3,0,0
,Burkesville,"1,459",0,0,0,0,0,0,0,0,0,0
,Burnside,905,1,0,0,1,0,14,2,11,1,0
,Cadiz,"2,673",5,0,0,2,3,64,14,47,3,0
,Calvert City,"2,492",0,0,0,0,0,43,9,30,4,0
,Campbellsville,"11,488",29,0,3,14,12,417,101,286,30,1
,Carlisle,"1,954",2,0,1,0,1,5,0,5,0,0
,Carrollton,"3,817",3,0,0,0,3,32,5,21,6,0
,Catlettsburg,"1,746",2,0,1,0,1,42,5,31,6,0
,Cave City,"2,451",3,0,2,0,1,33,9,18,6,0
,Centertown,432,0,0,0,0,0,0,0,0,0,0
,Central City,"5,726",9,0,4,1,4,88,7,75,6,0
,Clarkson,882,0,0,0,0,0,1,0,1,0,0
,Clay City,"1,107",0,0,0,0,0,10,2,5,3,0
,Clinton,"1,249",2,0,0,1,1,5,2,3,0,0
,Coal Run Village,"1,486",0,0,0,0,0,22,4,17,1,0
,Cold Spring,"6,509",3,0,0,0,3,90,5,80,5,0
,Columbia,"4,645",4,0,2,1,1,26,12,11,3,0
,Corbin,"7,255",9,0,0,2,7,133,27,88,18,0
,Covington,"40,350",188,2,40,67,79,"1,175",199,809,167,3
,Crab Orchard,831,0,0,0,0,0,0,0,0,0,0
,Cumberland,"1,936",0,0,0,0,0,10,9,0,1,0
,Cynthiana,"6,354",6,0,3,1,2,92,9,77,6,0
,Danville,"16,873",26,0,8,6,12,277,62,182,33,1
,Dawson Springs,"2,633",2,0,0,0,2,46,15,27,4,1
,Dayton,"5,527",5,0,1,2,2,75,19,44,12,0
,Dry Ridge,"2,229",0,0,0,0,0,42,4,37,1,0
,Eddyville,"2,525",0,0,0,0,0,32,2,29,1,0
,Edgewood,"8,749",4,0,1,1,2,60,6,48,6,0
,Edmonton,"1,567",0,0,0,0,0,28,20,7,1,0
,Elizabethtown,"30,383",49,3,13,15,18,452,140,239,73,3
,Elkhorn City,889,0,0,0,0,0,0,0,0,0,0
,Elkton,"2,115",1,0,0,0,1,35,7,22,6,0
,Elsmere,"8,673",9,0,1,3,5,83,14,58,11,0
,Eminence,"2,594",1,1,0,0,0,22,3,14,5,0
,Erlanger,"23,116",16,0,5,2,9,155,23,108,24,2
,Eubank,331,0,0,0,0,0,0,0,0,0,0
,Evarts,808,0,0,0,0,0,2,1,1,0,0
,Falmouth,"2,089",4,1,0,1,2,27,4,21,2,0
,Ferguson,945,0,0,0,0,0,10,2,6,2,0
,Flatwoods,"7,041",1,0,1,0,0,26,7,12,7,0
,Fleming-Neon,673,0,0,0,0,0,0,0,0,0,0
,Flemingsburg,"2,801",2,0,1,0,1,41,7,32,2,0
,Florence,"32,848",55,1,12,29,13,"1,415",141,"1,202",72,1
,Fort Mitchell,"8,252",7,0,2,2,3,70,7,54,9,1
,Fort Thomas,"16,386",5,0,1,3,1,84,9,65,10,0
,Fort Wright,"5,744",4,0,1,2,1,72,7,58,7,0
,Frankfort,"27,723",81,3,11,23,44,950,181,698,71,5
,Franklin,"9,036",21,0,9,3,9,250,20,212,18,0
,Fulton,"2,145",6,0,2,2,2,118,17,100,1,1
,Georgetown,"35,106",41,0,14,11,16,999,90,821,88,0
,Glasgow,"14,475",26,0,8,4,14,433,64,339,30,4
,Graymoor-Devondale,"2,976",1,0,0,0,1,40,5,28,7,1
,Grayson,"3,923",5,0,3,0,2,73,15,51,7,0
,Greensburg,"2,087",2,0,1,0,1,28,5,20,3,0
,Greenup,"1,107",0,0,0,0,0,9,1,4,4,0
,Greenville,"4,224",5,0,2,1,2,19,4,10,5,0
,Guthrie,"1,398",0,0,0,0,0,6,2,2,2,0
,Hardinsburg,"2,346",2,0,0,0,2,28,15,11,2,0
,Harlan,"1,507",6,0,0,3,3,47,7,38,2,1
,Harrodsburg,"8,509",9,0,2,0,7,115,43,57,15,1
,Hartford,"2,749",0,0,0,0,0,16,5,11,0,0
,Hawesville,993,0,0,0,0,0,6,2,4,0,0
,Hazard,"4,938",14,1,3,1,9,144,20,110,14,3
,Henderson,"28,368",65,2,19,9,35,698,112,490,96,4
,Heritage Creek,"1,148",0,0,0,0,0,10,0,10,0,0
,Hickman,"2,128",0,0,0,0,0,2,2,0,0,0
,Highland Heights,"7,114",5,0,3,0,2,65,5,55,5,1
,Hillview,"9,235",8,0,2,1,5,112,14,74,24,0
,Hodgenville,"3,239",4,0,2,1,1,74,26,44,4,0
,Hopkinsville,"30,895",90,3,19,28,40,"1,083",236,783,64,1
,Horse Cave,"2,402",1,0,0,1,0,12,1,9,2,0
,Hurstbourne Acres,"1,910",0,0,0,0,0,20,2,17,1,0
,Hyden,334,0,0,0,0,0,0,0,0,0,0
,Independence,"28,541",13,0,5,3,5,125,20,90,15,2
,Indian Hills,"2,998",0,0,0,0,0,28,2,25,1,0
,Irvine,"2,307",2,0,0,0,2,9,4,5,0,0
,Irvington,"1,187",2,0,0,0,2,13,2,4,7,0
,Jackson,"1,954",0,0,0,0,0,52,8,40,4,0
,Jamestown,"1,787",0,0,0,0,0,34,9,24,1,0
,Jeffersontown,"28,015",31,0,7,19,5,596,94,414,88,0
,Jenkins,"1,930",0,0,0,0,0,0,0,0,0,0
,Junction City,"2,315",0,0,0,0,0,18,7,9,2,0
,La Center,970,0,0,0,0,0,0,0,0,0,0
,La Grange,"9,080",10,0,1,4,5,157,27,117,13,1
,Lakeside Park-Crestview Hills,"6,046",3,0,0,2,1,73,3,68,2,0
,Lancaster,"3,862",8,0,0,0,8,82,25,49,8,0
,Lawrenceburg,"11,538",4,0,1,0,3,123,35,56,32,1
,Lebanon,"5,716",12,0,4,1,7,88,20,58,10,1
,Lebanon Junction,"1,973",1,0,0,1,0,1,0,1,0,0
,Leitchfield,"6,852",13,0,2,1,10,176,28,132,16,0
,Lewisburg,802,0,0,0,0,0,2,1,1,0,0
,Lewisport,"1,698",0,0,0,0,0,4,2,2,0,0
,Lexington,"326,070",967,26,175,362,404,"9,776","1,537","7,333",906,43
,Liberty,"2,113",3,0,0,0,3,8,2,5,1,0
,Livingston,218,0,0,0,0,0,1,0,1,0,0
,London,"8,050",5,0,0,2,3,375,63,268,44,0
,Louisa,"2,365",5,0,0,1,4,11,3,3,5,0
,Louisville Metro,"675,501","4,640",94,201,"1,008","3,337","26,287","4,316","18,037","3,934",7
,Loyall,606,0,0,0,0,0,3,2,1,0,0
,Ludlow,"4,495",9,0,5,2,2,80,17,54,9,0
,Madisonville,"18,711",17,1,6,5,5,266,62,175,29,5
,Manchester,"1,318",3,0,1,0,2,23,7,11,5,1
,Marion,"2,853",2,0,0,0,2,41,1,38,2,0
,Martin,552,0,0,0,0,0,3,0,2,1,0
,Mayfield,"9,851",40,2,11,8,19,433,79,328,26,0
,Maysville,"8,750",19,0,6,6,7,258,36,207,15,2
,McKee,785,0,0,0,0,0,0,0,0,0,0
,Meadow Vale,766,0,0,0,0,0,1,1,0,0,0
,Middlesboro,"9,223",24,0,4,3,17,366,50,284,32,2
,Middletown,"7,957",6,0,1,3,2,139,14,113,12,0
,Millersburg,799,0,0,0,0,0,6,0,6,0,0
,Monticello,"6,015",9,0,0,4,5,120,24,83,13,1
,Morehead,"7,736",7,0,5,2,0,166,19,139,8,0
,Morganfield,"3,387",2,0,0,1,1,49,12,35,2,0
,Morgantown,"2,402",2,0,2,0,0,15,5,8,2,0
,Mount Sterling,"7,326",15,0,6,4,5,285,24,247,14,1
,Mount Vernon,"2,442",0,0,0,0,0,8,2,5,1,2
,Mount Washington,"14,855",8,0,3,1,4,102,12,76,14,0
,Muldraugh,"1,000",2,0,0,2,0,24,7,11,6,0
,Munfordville,"1,663",1,0,0,1,0,14,6,5,3,0
,Murray,"19,545",20,3,4,4,9,378,65,299,14,0
,New Haven,894,0,0,0,0,0,0,0,0,0,0
,Newport,"14,965",37,1,9,15,12,547,83,422,42,2
,Nicholasville,"31,188",47,0,11,16,20,758,122,601,35,4
,Northfield,"1,060",0,0,0,0,0,7,0,7,0,0
,Oak Grove,"7,359",24,0,5,2,17,312,40,246,26,0
,Olive Hill,"1,560",1,0,0,0,1,41,9,28,4,1
,Owensboro,"60,107",135,6,30,33,66,"2,432",358,"1,874",200,6
,Owenton,"1,546",0,0,0,0,0,2,0,2,0,0
,Owingsville,"1,566",1,0,0,0,1,10,2,7,1,0
,Paducah,"24,832",71,0,16,23,32,"1,305",110,"1,135",60,8
,Paintsville,"4,013",4,0,1,0,3,31,4,18,9,1
,Paris,"9,879",16,0,3,4,9,204,26,167,11,0
,Park Hills,"2,980",2,0,1,1,0,23,8,10,5,0
,Pembroke,893,1,0,0,0,1,4,1,3,0,0
,Perryville,754,0,0,0,0,0,0,0,0,0,0
,Pewee Valley,"1,576",0,0,0,0,0,2,0,2,0,0
,Pikeville,"6,592",18,0,8,3,7,366,59,295,12,2
,Pineville,"1,763",2,0,0,1,1,27,8,15,4,0
,Pioneer Village,"2,945",0,0,0,0,0,21,6,10,5,0
,Pippa Passes,677,0,0,0,0,0,0,0,0,0,0
,Prestonsburg,"3,550",6,0,1,0,5,32,4,21,7,0
,Princeton,"6,105",9,0,2,1,6,165,26,128,11,0
,Prospect,"4,954",1,0,0,0,1,45,6,38,1,0
,Providence,"3,021",0,0,0,0,0,14,3,10,1,0
,Raceland,"2,337",2,0,2,0,0,15,6,8,1,1
,Radcliff,"22,998",58,2,15,12,29,789,186,552,51,6
,Ravenna,562,0,0,0,0,0,4,1,3,0,0
,Richmond,"36,458",75,0,22,14,39,804,129,609,66,2
,Russell,"3,221",5,0,3,1,1,42,5,35,2,0
,Russell Springs,"2,632",8,0,1,1,6,91,19,62,10,1
,Russellville,"7,068",15,0,6,2,7,224,39,175,10,0
,Sadieville,364,0,0,0,0,0,0,0,0,0,0
,Salyersville,"1,712",5,0,0,1,4,7,0,4,3,0
,Science Hill,697,0,0,0,0,0,3,1,1,1,0
,Scottsville,"4,520",8,1,0,1,6,151,28,107,16,2
,Sebree,"1,549",0,0,0,0,0,1,0,0,1,0
,Shelbyville,"16,531",21,0,6,11,4,294,56,218,20,0
,Shepherdsville,"12,515",22,0,5,6,11,317,78,184,55,0
,Shively,"15,845",54,5,9,21,19,531,65,344,122,1
,Simpsonville,"2,945",6,0,1,1,4,80,3,74,3,0
,Smiths Grove,803,0,0,0,0,0,2,0,2,0,0
,Somerset,"11,519",35,1,6,5,23,258,60,166,32,3
,Southgate,"3,962",4,0,3,0,1,32,4,23,5,0
,South Shore,"1,055",0,0,0,0,0,1,0,0,1,0
,Springfield,"2,965",6,0,1,2,3,31,10,18,3,1
,Stamping Ground,802,0,0,0,0,0,3,0,2,1,0
,Stanford,"3,679",2,0,0,0,2,23,4,11,8,1
,Stanton,"2,651",2,0,0,0,2,72,30,38,4,2
,St. Matthews,"18,275",22,0,3,15,4,974,71,823,80,0
,Sturgis,"1,794",1,0,0,1,0,10,2,7,1,0
,Taylor Mill,"6,810",2,0,0,0,2,42,5,34,3,0
,Taylorsville,"1,286",0,0,0,0,0,11,2,9,0,0
,Tompkinsville,"2,279",5,0,0,0,5,4,1,2,1,0
,Trenton,375,0,0,0,0,0,0,0,0,0,0
,Uniontown,930,0,0,0,0,0,18,5,11,2,2
,Vanceburg,"1,387",1,0,0,0,1,10,2,8,0,0
,Versailles,"26,625",23,0,10,4,9,328,61,245,22,1
,Villa Hills,"7,465",6,0,1,2,3,83,22,55,6,1
,Vine Grove,"6,468",3,0,0,1,2,49,14,29,6,0
,Warsaw,"1,699",0,0,0,0,0,11,2,8,1,0
,Wayland,377,0,0,0,0,0,0,0,0,0,0
,West Buechel,"1,285",6,0,0,4,2,50,6,31,13,0
,West Liberty,"3,563",2,0,1,0,1,3,1,2,0,0
,West Point,870,0,0,0,0,0,7,1,4,2,0
,Wheelwright,464,0,0,0,0,0,0,0,0,0,0
,Whitesburg,"1,845",1,0,0,0,1,3,2,0,1,0
,Wilder,"3,074",0,0,0,0,0,37,2,31,4,0
,Williamsburg,"5,298",10,1,3,1,5,54,13,38,3,1
,Williamstown,"3,946",0,0,0,0,0,25,4,17,4,0
,Wilmore,"6,489",0,0,0,0,0,76,3,65,8,0
,Winchester,"18,605",44,0,6,13,25,823,119,621,83,1
,Woodburn,381,0,0,0,0,0,8,4,4,0,0
,Worthington,"1,505",1,0,0,0,1,0,0,0,0,0
LOUISIANA,Abbeville,"12,142",101,1,2,23,75,315,91,222,2,0
,Addis,"5,747",9,0,0,0,9,1,0,1,0,0
,Alexandria,"46,630",732,9,16,132,575,"4,180",892,"3,056",232,0
,Baker,"13,240",51,1,6,8,36,326,45,271,10,0
,Bastrop,"10,156",102,0,4,14,84,827,302,499,26,1
,Baton Rouge,"220,648","2,066",70,52,645,"1,299","11,673","2,258","8,616",799,133
,Bernice,"1,611",6,0,0,1,5,34,16,15,3,0
,Berwick,"4,416",4,0,1,2,1,64,17,46,1,0
,Blanchard,"3,147",0,0,0,0,0,39,6,30,3,0
,Bogalusa,"11,681",147,2,16,14,115,539,128,374,37,1
,Bossier City,"69,044",546,2,52,72,420,"3,225",461,"2,382",382,1
,Breaux Bridge,"8,237",42,1,2,10,29,605,73,516,16,0
,Broussard,"12,985",32,0,3,6,23,429,100,315,14,0
,Brusly,"2,737",11,0,1,0,10,24,5,18,1,0
,Carencro,"9,387",34,3,0,0,31,216,43,173,0,0
,Church Point,"4,424",39,1,1,0,37,78,18,57,3,0
,Crowley,"12,621",158,1,8,14,135,528,132,372,24,0
,Cullen,"1,069",2,0,0,0,2,3,0,3,0,0
,Epps,819,0,0,0,0,0,0,0,0,0,0
,Erath,"2,059",7,0,0,0,7,25,5,19,1,0
,Eunice,"9,939",51,2,3,5,41,550,104,417,29,0
,Farmerville,"3,725",19,0,0,2,17,174,46,125,3,1
,Franklinton,"3,761",44,0,0,4,40,140,32,98,10,0
,French Settlement,"1,182",1,0,0,0,1,11,1,9,1,0
,Georgetown,326,0,0,0,0,0,0,0,0,0,0
,Gonzales,"10,940",61,2,4,13,42,933,39,849,45,0
,Gramercy,"3,307",4,0,0,0,4,79,7,65,7,0
,Greensburg,653,3,0,1,0,2,12,3,9,0,0
,Greenwood,"3,141",8,0,0,0,8,77,15,52,10,0
,Gretna,"17,729",119,2,5,7,105,717,84,580,53,1
,Harahan,"9,298",12,0,0,0,12,82,6,68,8,2
,Houma,"32,771",209,4,17,22,166,"1,489",169,"1,260",60,6
,Ida,205,0,0,0,0,0,0,0,0,0,0
,Independence,"1,921",26,0,1,1,24,99,25,69,5,1
,Iowa,"3,262",11,0,2,0,9,133,31,93,9,0
,Jena,"3,370",3,0,0,0,3,3,0,3,0,0
,Kaplan,"4,465",32,0,3,0,29,43,11,29,3,0
,Kenner,"66,653",149,4,28,37,80,"1,955",123,"1,689",143,2
,Kinder,"2,388",10,0,2,3,5,94,12,76,6,0
,Krotz Springs,"1,208",8,0,2,0,6,35,1,32,2,0
,Lafayette,"126,694",664,14,16,148,486,"5,454","1,032","4,101",321,31
,Lake Arthur,"2,778",7,0,2,0,5,46,7,35,4,0
,Lake Charles,"78,733",413,11,52,83,267,"2,907","1,212","1,467",228,0
,Leesville,"5,617",55,0,13,4,38,243,55,177,11,0
,Lutcher,"3,192",4,0,0,0,4,36,8,26,2,0
,Mandeville,"12,331",18,2,1,3,12,224,23,195,6,0
,Many,"2,704",0,0,0,0,0,4,1,3,0,0
,Marksville,"5,369",119,0,1,4,114,333,90,242,1,0
,Minden,"11,984",105,1,5,19,80,397,110,273,14,2
,Monroe,"47,746",843,9,37,171,626,"3,141",623,"2,339",179,11
,Natchitoches,"17,747",177,4,12,23,138,"1,221",441,741,39,3
,New Orleans6,"394,498","4,516",121,774,"1,013","2,608","20,879","2,143","15,785","2,951",
,Norwood,295,0,0,0,0,0,0,0,0,0,0
,Oil City,980,1,0,0,0,1,18,2,16,0,0
,Olla,"1,349",0,0,0,0,0,2,0,0,2,0
,Opelousas,"16,049",394,6,25,48,315,"1,287",405,831,51,2
,Pearl River,"2,631",19,0,0,1,18,48,10,33,5,0
,Pineville,"14,261",114,0,11,6,97,736,138,554,44,0
,Ponchatoula,"7,478",78,0,5,23,50,523,118,379,26,0
,Port Allen,"4,940",33,2,0,1,30,131,23,100,8,0
,Port Vincent,751,2,0,0,0,2,8,4,3,1,0
,Rayne,"8,088",20,0,0,3,17,186,24,157,5,2
,Rayville,"3,492",0,0,0,0,0,2,0,1,1,0
,Ruston,"22,148",85,3,0,10,72,677,105,565,7,0
,Scott,"8,725",12,0,2,0,10,259,61,179,19,0
,Shreveport,"187,556","1,462",35,133,294,"1,000","9,189","1,626","6,915",648,73
,Sibley,"1,144",0,0,0,0,0,0,0,0,0,0
,Slidell,"27,768",75,1,4,11,59,791,73,674,44,0
,Springhill,"4,792",19,0,0,0,19,67,9,53,5,0
,Sulphur,"20,200",66,0,7,15,44,885,107,707,71,0
,Tallulah,"6,701",35,0,2,2,31,35,9,25,1,0
,Thibodaux,"14,587",81,4,5,0,72,515,63,432,20,2
,Vidalia,"3,871",16,0,7,1,8,174,17,154,3,0
,Ville Platte,"7,029",9,0,0,9,0,410,112,282,16,0
,Vinton,"3,291",17,0,2,2,13,100,20,73,7,0
,Walker,"6,296",33,0,4,2,27,328,33,292,3,0
,Welsh,"3,254",20,1,1,1,17,74,16,56,2,0
,Westlake,"4,959",3,0,0,0,3,124,70,43,11,0
,West Monroe,"12,350",113,0,8,17,88,905,146,718,41,1
,Westwego,"8,415",20,0,3,6,11,179,25,144,10,1
,Winnfield,"4,307",24,0,0,3,21,130,37,84,9,1
,Youngsville,"15,020",14,0,3,1,10,157,34,122,1,0
,Zachary,"18,009",79,0,5,3,71,635,39,562,34,0
MAINE,Ashland,"1,206",2,0,0,0,2,2,0,2,0,0
,Auburn,"23,214",34,1,13,5,15,511,56,445,10,1
,Augusta,"18,629",49,0,20,12,17,587,59,519,9,2
,Baileyville,"1,442",15,0,1,1,13,11,5,5,1,0
,Bangor,"31,872",35,1,1,15,18,"1,168",64,"1,076",28,4
,Bar Harbor,"7,682",3,0,1,0,2,62,10,49,3,0
,Bath5,"8,309",4,0,0,0,4,136,8,126,2,0
,Belfast5,"6,720",3,0,0,0,3,38,8,27,3,0
,Berwick5,"7,860",5,0,1,1,3,60,22,35,3,0
,Biddeford,"21,545",92,0,24,9,59,578,53,511,14,1
,Boothbay Harbor,"2,204",3,0,2,0,1,13,0,12,1,0
,Brewer,"9,000",3,0,0,0,3,302,11,286,5,0
,Bridgton,"5,388",6,0,2,0,4,44,6,38,0,0
,Brunswick,"20,510",10,0,6,1,3,319,16,297,6,0
,Bucksport,"4,926",2,0,0,0,2,55,5,46,4,1
,Buxton,"8,345",12,0,3,0,9,40,4,34,2,0
,Calais,"2,973",6,0,2,0,4,61,9,50,2,0
,Camden,"4,823",0,0,0,0,0,3,0,3,0,0
,Cape Elizabeth,"9,352",1,0,1,0,0,46,11,34,1,1
,Caribou,"7,548",8,0,0,2,6,126,19,97,10,0
,Carrabassett Valley,777,1,0,0,0,1,10,1,9,0,0
,Clinton,"3,329",12,0,8,0,4,15,0,14,1,0
,Cumberland,"8,295",0,0,0,0,0,17,2,14,1,0
,Damariscotta,"2,151",1,0,1,0,0,46,1,44,1,0
,Dexter,"3,671",1,0,0,1,0,44,10,33,1,0
,Dixfield,"2,465",3,0,3,0,0,25,13,10,2,0
,Dover-Foxcroft,"4,033",2,0,0,0,2,43,8,34,1,0
,East Millinocket,"2,919",0,0,0,0,0,43,12,28,3,0
,Eastport,"1,251",3,0,1,0,2,7,2,5,0,0
,Eliot,"6,817",7,0,4,1,2,23,5,17,1,0
,Ellsworth,"8,088",6,0,5,0,1,174,11,153,10,0
,Fairfield,"6,534",11,0,6,1,4,108,27,75,6,0
,Falmouth,"12,378",3,0,0,0,3,136,5,130,1,0
,Farmington,"7,603",8,0,4,0,4,90,15,74,1,0
,Fort Fairfield,"3,256",1,0,1,0,0,11,5,3,3,0
,Fort Kent,"3,816",0,0,0,0,0,20,0,20,0,0
,Freeport,"8,593",1,0,1,0,0,93,6,85,2,0
,Fryeburg,"3,398",1,0,1,0,0,49,7,41,1,0
,Gardiner,"5,645",4,1,0,1,2,42,2,37,3,0
,Gorham,"17,818",7,0,2,0,5,131,7,121,3,1
,Gouldsboro,"1,745",0,0,0,0,0,6,1,5,0,0
,Greenville,"1,595",0,0,0,0,0,21,1,18,2,0
,Hallowell5,"2,371",4,0,0,2,2,12,3,9,0,0
,Hampden,"7,352",1,0,1,0,0,52,6,46,0,0
,Holden,"3,081",3,0,0,0,3,21,3,15,3,0
,Houlton,"5,720",20,0,4,0,16,160,18,134,8,1
,Islesboro5,565,0,0,0,0,0,13,1,12,0,0
,Jay,"4,586",7,0,3,0,4,30,4,23,3,0
,Kennebunk,"11,622",8,0,4,0,4,46,2,43,1,1
,Kennebunkport,"3,660",2,0,1,0,1,29,5,24,0,0
,Kittery,"9,890",8,0,7,0,1,92,12,78,2,1
,Lewiston,"35,865",107,0,31,18,58,716,122,555,39,3
,Limestone,"2,200",2,0,0,0,2,18,5,12,1,0
,Lincoln,"4,886",1,0,0,1,0,113,14,94,5,0
,Lisbon,"8,975",10,0,6,1,3,55,4,46,5,1
,Livermore Falls,"3,134",16,0,6,0,10,32,3,28,1,0
,Machias,"2,055",2,0,1,0,1,35,6,28,1,0
,Madawaska,"3,662",0,0,0,0,0,35,1,33,1,0
,Mechanic Falls,"2,973",5,0,4,0,1,26,3,22,1,0
,Mexico,"2,605",6,0,6,0,0,118,20,97,1,0
,Milbridge,"1,255",1,0,0,0,1,4,1,2,1,0
,Millinocket,"4,241",1,0,0,0,1,81,14,63,4,0
,Milo,"2,270",1,0,0,0,1,24,1,21,2,0
,Monmouth,"4,131",1,0,0,0,1,16,4,11,1,0
,Newport,"3,269",0,0,0,0,0,55,13,40,2,0
,North Berwick,"4,731",2,0,0,0,2,19,3,16,0,0
,Norway,"4,979",2,0,0,1,1,78,15,62,1,1
,Oakland,"6,296",7,0,5,0,2,60,12,45,3,0
,Ogunquit,931,0,0,0,0,0,27,1,25,1,0
,Old Orchard Beach,"8,946",25,1,6,2,16,107,17,86,4,3
,Old Town,"7,413",8,0,2,1,5,74,9,63,2,0
,Orono,"10,722",7,0,3,0,4,77,6,67,4,0
,Oxford,"4,100",4,0,1,2,1,110,10,97,3,0
,Paris,"5,112",6,2,2,2,0,55,14,37,4,0
,Phippsburg,"2,259",1,0,0,0,1,6,2,4,0,0
,Pittsfield,"3,999",1,0,0,1,0,24,3,21,0,0
,Portland,"66,458",161,3,29,43,86,"1,715",181,"1,460",74,5
,Presque Isle,"8,918",23,1,3,1,18,225,42,171,12,1
,Rangeley,"1,143",0,0,0,0,0,10,0,9,1,0
,Richmond,"3,440",2,1,1,0,0,23,12,7,4,0
,Rockland,"7,128",4,0,1,0,3,118,8,102,8,1
,Rockport,"3,378",1,0,0,0,1,18,2,15,1,0
,Rumford,"5,670",18,0,12,1,5,150,28,119,3,1
,Sabattus,"5,064",1,0,0,0,1,14,6,5,3,0
,Saco,"19,908",21,0,12,1,8,300,46,234,20,1
,Sanford,"21,233",41,0,13,9,19,578,109,456,13,4
,Scarborough,"20,542",11,1,3,0,7,253,15,234,4,0
,Searsport,"2,648",1,0,0,0,1,12,4,8,0,0
,Skowhegan,"8,214",25,0,10,2,13,199,21,170,8,2
,South Berwick,"7,564",4,0,2,0,2,37,11,23,3,0
,South Portland,"25,686",48,0,17,8,23,563,39,505,19,3
,Southwest Harbor,"1,795",1,0,0,0,1,18,0,17,1,1
,Thomaston,"2,767",0,0,0,0,0,65,4,54,7,0
,Topsham5,"8,863",5,0,2,0,3,89,7,81,1,0
,Van Buren,"1,972",2,0,0,0,2,8,0,7,1,0
,Veazie,"1,814",2,0,0,0,2,29,10,19,0,1
,Waldoboro,"5,041",3,0,1,1,1,45,10,35,0,0
,Washburn,"1,533",2,0,2,0,0,34,5,24,5,2
,Waterville,"16,765",37,1,17,2,17,442,33,398,11,1
,Wells,"10,670",14,0,4,2,8,51,5,44,2,0
,Westbrook,"19,166",34,0,7,3,24,265,55,194,16,1
,Wilton,"3,924",6,0,1,0,5,17,2,14,1,0
,Windham,"18,627",12,0,2,3,7,170,11,154,5,0
,Winslow,"7,598",7,0,6,1,0,68,9,56,3,1
,Winter Harbor,513,0,0,0,0,0,0,0,0,0,0
,Winthrop,"5,979",5,0,0,0,5,45,12,31,2,0
,Wiscasset,"3,697",2,0,1,0,1,23,2,20,1,0
,Yarmouth,"8,540",3,0,2,1,0,38,4,33,1,0
,York,"13,231",11,0,5,2,4,86,11,71,4,2
MARYLAND,Aberdeen,"16,194",120,0,9,28,83,326,60,254,12,2
,Annapolis,"39,277",252,4,11,67,170,924,98,734,92,15
,Baltimore,"597,239","11,101",348,324,"4,856","5,573","25,748","5,414","16,395","3,939",108
,Baltimore City Sheriff,,0,0,0,0,0,0,0,0,0,0
,Bel Air,"10,031",21,0,2,5,14,175,8,167,0,0
,Berlin,"4,862",3,0,1,0,2,67,6,61,0,0
,Berwyn Heights,"3,278",7,0,0,6,1,64,7,49,8,0
,Bladensburg,"9,476",59,3,3,18,35,308,17,221,70,0
,Boonsboro,"3,596",1,0,0,0,1,16,5,11,0,
,Bowie,"59,093",59,1,8,26,24,896,55,759,82,
,Brentwood,"3,494",15,0,1,7,7,51,7,27,17,0
,Brunswick,"6,426",15,0,0,3,12,124,18,104,2,0
,Cambridge,"12,264",119,2,10,20,87,659,138,507,14,5
,Capitol Heights,"4,551",19,1,1,10,7,60,7,37,16,0
,Centreville,"4,882",4,0,2,0,2,39,6,32,1,1
,Chestertown,"5,027",13,0,1,6,6,71,17,52,2,1
,Cheverly,"6,482",24,0,0,14,10,124,15,94,15,0
,Chevy Chase Village,"2,073",0,0,0,0,0,40,11,27,2,0
,Colmar Manor,"1,468",6,0,0,1,5,42,2,38,2,
,Cottage City,"1,363",2,0,0,1,1,26,4,17,5,0
,Crisfield,"2,554",3,1,0,0,2,11,2,9,0,1
,Cumberland,"19,321",151,0,9,33,109,869,216,627,26,5
,Delmar,"3,248",12,0,0,3,9,58,6,50,2,0
,Denton,"4,504",11,0,1,4,6,156,19,135,2,1
,District Heights,"6,015",20,0,1,10,9,55,10,38,7,
,Easton,"16,523",49,1,8,10,30,332,29,297,6,0
,Edmonston,"1,499",1,0,0,0,1,29,3,16,10,0
,Elkton,"15,662",151,0,11,39,101,"1,039",109,877,53,0
,Fairmount Heights,"1,533",10,3,0,5,2,42,11,23,8,0
,Federalsburg,"2,652",14,1,2,3,8,67,15,49,3,0
,Forest Heights,"2,583",9,2,0,4,3,24,2,11,11,0
,Frederick,"73,030",296,2,37,54,203,"1,364",199,"1,112",53,11
,Frostburg,"8,510",14,0,0,4,10,153,28,114,11,
,Fruitland,"5,346",15,0,2,0,13,228,17,208,3,0
,Glenarden,"6,234",4,0,1,0,3,54,4,42,8,0
,Greenbelt,"23,417",110,1,3,41,65,726,63,588,75,0
,Greensboro,"1,874",3,0,0,0,3,46,12,32,2,0
,Hagerstown,"40,258",213,3,22,81,107,960,239,613,108,26
,Hampstead,"6,397",7,0,0,0,7,31,12,19,0,2
,Hancock,"1,539",0,0,0,0,0,6,0,5,1,0
,Havre de Grace,"13,890",36,0,3,7,26,165,19,145,1,0
,Hurlock,"2,013",2,0,0,0,2,81,6,68,7,0
,Hyattsville,"18,331",85,4,3,53,25,"1,112",54,996,62,0
,Landover Hills,"1,656",9,1,0,6,2,77,3,64,10,0
,La Plata,"9,538",47,0,0,9,38,316,20,285,11,2
,Laurel,"25,814",123,1,8,51,63,887,69,739,79,0
,Luke,61,0,0,0,0,0,0,0,0,0,0
